N,P,K,temperature,humidity,ph,rainfall,label
103.91,65.18,42.6,20.81,65.81,6.88,85.72,Wheat
20.84,37.05,32.34,27.16,54.94,6.98,56.44,Toor Dal
28.75,75.67,31.59,21.59,47.43,6.77,65.06,Bengalgram
101.72,79.25,50.25,24.99,80.29,6.62,1476.33,Sugarcane
86.64,84.76,74.38,29.69,76.74,5.54,137.5,Banana
37.29,26.93,33.17,32.78,55.95,6.98,34.63,Millet
15.31,67.17,18.11,23.44,57.23,6.48,113.21,Soybean
63.74,18.45,25.91,26.02,60.89,7.49,66.24,Maize
41.58,28.68,26.41,32.29,62.06,5.61,34.37,Sesame
51.33,24.68,27.28,30.64,50.73,7.09,55.68,Jowar
31.36,47.05,41.34,32.42,50.77,6.52,56.02,Groundnut
42.12,34.0,33.64,31.8,53.12,6.17,52.84,Jowar
23.32,75.19,31.13,27.54,60.15,6.46,91.39,Soybean
28.25,56.08,24.36,29.53,60.23,6.6,34.32,Toor Dal
29.14,36.78,31.32,25.27,67.08,7.42,51.59,Sesame
66.65,47.14,38.21,22.81,76.17,6.26,297.8,Rice
21.27,57.06,20.68,24.13,64.09,7.75,60.53,Bengalgram
102.26,48.38,43.64,22.88,73.94,6.48,97.75,Wheat
41.97,28.06,31.56,26.83,35.99,6.27,42.17,Safflower
21.75,52.26,33.6,28.93,60.18,6.75,40.48,Groundnut
100.36,63.81,91.17,27.21,90.17,5.85,198.77,Banana
44.31,20.97,23.36,29.41,45.16,7.1,51.61,Millet
20.63,40.94,18.84,29.0,66.0,6.31,44.43,Toor Dal
73.32,49.71,64.09,21.26,64.97,6.72,60.3,Onion
38.75,25.63,36.09,29.08,30.92,6.71,29.19,Jowar
35.26,28.81,30.85,25.23,52.95,6.23,27.03,Safflower
111.22,55.95,50.97,30.46,57.19,7.38,92.7,Chilli
30.31,40.31,97.4,31.65,90.01,6.18,171.91,Coconut
67.14,25.51,29.64,28.04,57.85,6.36,59.83,Maize
42.32,16.24,27.36,24.45,52.16,6.51,94.76,Ragi
75.18,40.18,88.92,28.68,89.41,5.64,206.39,Arecanut
75.77,40.02,42.14,29.34,43.87,6.55,82.24,Sunflower
33.62,21.05,24.58,30.42,50.43,5.55,54.35,Sesame
93.0,47.5,46.39,26.72,57.27,6.56,102.01,Chilli
70.45,27.96,81.17,25.37,88.76,6.44,152.29,Arecanut
103.46,60.35,36.15,22.06,70.88,7.29,79.54,Wheat
17.41,53.93,20.94,31.89,69.3,7.62,35.05,Toor Dal
17.96,49.7,30.89,31.58,68.12,7.13,34.04,Toor Dal
97.06,84.73,82.06,24.24,76.37,6.97,67.62,Tomato
83.87,54.4,51.16,22.74,65.66,6.5,67.53,Wheat
24.63,52.26,32.84,30.58,69.51,6.98,71.15,Groundnut
16.91,64.05,30.94,26.32,60.48,6.66,99.56,Soybean
27.49,31.37,24.81,27.65,45.36,6.43,47.6,Sesame
108.07,98.91,53.96,28.23,93.45,6.89,1294.71,Sugarcane
51.14,22.62,26.28,32.12,50.18,6.15,45.48,Jowar
19.1,68.61,31.4,25.22,55.92,7.83,61.26,Bengalgram
63.02,38.98,42.41,23.59,45.69,6.06,59.73,Sunflower
68.9,55.41,41.9,22.14,90.91,5.96,153.55,Rice
57.36,29.53,29.83,27.79,71.41,7.31,101.13,Maize
104.52,64.3,38.5,19.99,72.5,7.1,82.05,Wheat
36.9,77.94,36.91,24.83,86.83,6.4,136.83,Cotton
80.88,51.23,71.57,20.23,70.94,6.12,95.11,Onion
77.55,61.91,72.29,25.94,73.96,6.22,55.15,Onion
93.17,49.08,51.31,23.47,56.86,7.06,119.86,Wheat
30.33,65.16,18.58,26.93,59.7,7.91,48.84,Bengalgram
72.07,61.0,63.82,27.42,65.53,6.42,86.67,Onion
38.94,79.9,44.49,24.83,71.85,6.88,111.06,Cotton
76.97,41.37,113.3,24.99,88.81,5.0,216.77,Arecanut
104.95,100.31,79.85,22.9,71.36,7.4,1848.71,Sugarcane
104.44,92.41,82.61,24.06,70.5,5.74,1807.16,Sugarcane
32.03,49.82,93.51,25.23,70.29,5.54,166.49,Coconut
35.87,28.11,102.23,28.71,70.12,6.44,125.87,Coconut
74.59,44.25,38.14,21.87,93.73,6.8,241.37,Rice
99.74,69.77,46.06,25.96,51.91,6.16,103.66,Wheat
43.39,23.47,33.33,32.2,39.49,6.16,41.78,Jowar
111.49,59.47,36.55,18.25,70.8,7.01,97.06,Wheat
99.08,83.02,96.06,27.84,78.81,5.79,193.76,Banana
96.05,82.58,97.2,31.0,73.03,5.74,165.63,Banana
34.32,70.05,26.27,24.95,64.22,7.04,56.95,Bengalgram
100.18,63.23,64.33,20.58,83.75,6.24,78.43,Tomato
46.88,45.03,77.32,24.65,75.39,6.6,195.2,Turmeric
27.9,38.25,96.21,28.94,75.9,5.72,126.94,Coconut
115.97,54.75,39.89,24.6,62.38,6.67,105.12,Chilli
39.73,39.02,93.14,28.82,75.01,6.53,107.97,Coconut
114.09,70.46,77.21,25.06,77.62,5.58,1577.95,Sugarcane
69.28,32.95,56.64,22.14,78.12,5.6,143.03,Turmeric
33.84,44.89,19.72,27.11,48.41,6.32,67.95,Toor Dal
45.04,44.58,79.67,22.73,90.08,5.72,133.19,Turmeric
36.45,41.56,99.6,31.64,80.94,5.88,143.33,Coconut
98.99,76.31,62.49,25.79,77.89,6.92,81.83,Tomato
103.97,49.58,42.26,23.06,77.12,7.44,103.32,Chilli
17.61,55.59,24.33,29.41,61.12,7.16,40.35,Toor Dal
34.18,60.24,30.67,23.8,63.82,5.9,100.81,Soybean
50.02,73.84,45.51,23.46,79.79,6.4,123.45,Cotton
32.93,50.77,37.19,24.76,58.98,6.6,45.6,Groundnut
33.48,28.6,33.3,27.48,50.62,7.08,46.28,Millet
38.36,71.99,46.95,25.7,70.76,6.46,113.1,Cotton
116.93,89.5,75.78,29.12,79.53,6.07,1642.2,Sugarcane
69.4,60.18,70.1,25.2,72.94,6.64,77.7,Onion
26.82,16.2,33.79,25.87,46.12,6.71,65.63,Ragi
99.52,49.89,49.25,26.24,87.25,6.94,225.72,Rice
34.12,36.74,32.17,31.33,63.14,6.07,59.77,Groundnut
96.12,80.93,69.01,23.1,65.21,6.43,91.28,Tomato
33.87,57.12,23.35,27.86,39.93,6.59,60.37,Bengalgram
77.14,44.26,42.59,22.39,91.99,7.14,165.83,Rice
18.99,41.57,26.89,26.41,62.59,6.59,31.58,Toor Dal
61.08,51.07,37.04,23.23,76.01,6.26,181.75,Rice
81.92,45.94,38.64,23.43,55.85,7.19,61.33,Chilli
93.7,70.51,88.94,26.01,76.71,5.91,143.12,Banana
29.04,27.91,85.43,28.46,94.9,6.59,134.07,Coconut
26.01,42.32,32.69,30.25,48.23,6.29,60.99,Groundnut
60.64,32.53,34.84,22.68,55.43,6.23,46.19,Sunflower
26.82,70.29,29.54,26.53,49.64,7.57,51.13,Bengalgram
24.88,17.15,30.4,30.72,55.7,6.76,29.48,Millet
65.57,28.38,65.73,28.64,70.25,6.12,132.03,Turmeric
87.61,77.62,61.28,22.82,71.62,6.46,114.64,Tomato
15.79,42.26,31.63,27.19,63.46,6.19,60.33,Toor Dal
23.77,58.14,30.81,24.9,65.42,6.42,71.11,Groundnut
32.38,39.47,44.24,27.78,49.29,6.65,57.85,Groundnut
29.0,34.87,105.99,29.99,90.42,5.58,117.98,Coconut
84.06,59.18,92.21,31.57,84.07,6.16,149.33,Banana
36.03,38.93,24.06,25.42,41.07,6.52,56.01,Sesame
123.08,71.7,84.85,26.15,79.89,6.97,1590.39,Sugarcane
119.68,64.87,79.06,24.74,75.04,6.51,69.98,Tomato
35.69,30.51,28.21,20.28,46.77,7.91,36.84,Safflower
44.39,26.51,29.94,26.16,53.94,6.14,34.54,Sesame
64.44,57.05,56.64,25.19,69.24,6.95,86.39,Onion
69.69,28.86,32.21,24.0,76.13,5.9,66.93,Maize
57.16,42.91,88.36,28.59,78.88,6.24,175.77,Arecanut
36.38,44.2,35.85,22.88,59.08,7.0,47.42,Safflower
60.05,44.72,117.48,28.12,80.12,5.23,157.29,Arecanut
23.52,61.74,34.08,26.34,74.86,6.68,64.86,Soybean
44.86,19.08,33.69,29.21,46.95,6.15,36.33,Jowar
79.57,47.51,75.82,25.75,70.59,6.05,60.86,Onion
111.94,79.49,66.5,26.9,79.15,6.5,1347.37,Sugarcane
36.65,18.52,40.22,27.92,39.62,7.08,32.57,Jowar
54.23,19.97,43.81,26.42,40.92,6.91,34.31,Jowar
25.91,16.17,34.5,28.11,51.65,6.37,31.18,Millet
42.9,29.8,22.03,27.34,56.39,6.54,28.23,Safflower
95.65,64.5,70.12,20.17,69.81,6.3,116.86,Tomato
32.11,48.59,30.12,31.94,47.14,6.38,59.03,Groundnut
88.21,45.53,54.8,20.9,51.84,6.05,58.06,Wheat
46.16,70.98,29.04,23.72,72.02,6.51,113.03,Cotton
49.49,42.73,77.17,26.69,93.61,6.27,195.24,Turmeric
51.76,56.0,43.75,23.29,68.6,6.38,130.36,Cotton
23.65,75.16,23.27,25.48,38.94,7.5,63.28,Bengalgram
63.16,39.8,58.32,28.46,91.78,6.5,157.87,Turmeric
34.48,46.08,32.04,26.89,55.42,7.29,37.52,Toor Dal
50.11,65.06,28.47,23.32,62.31,6.97,92.69,Cotton
117.26,82.48,61.31,27.03,71.05,7.37,1564.65,Sugarcane
115.75,54.04,37.72,31.38,55.01,6.38,88.9,Chilli
79.34,47.06,70.4,22.5,73.7,6.68,80.63,Onion
52.08,77.3,37.47,23.6,82.06,7.31,92.41,Cotton
69.62,53.18,69.38,23.32,64.85,6.55,60.05,Onion
29.34,42.6,30.35,24.37,32.99,7.6,40.17,Safflower
33.61,76.95,20.24,22.54,50.91,6.71,34.67,Bengalgram
30.15,21.95,39.44,20.6,30.39,6.43,52.74,Safflower
119.5,71.34,66.13,28.17,83.03,7.46,1530.98,Sugarcane
39.39,68.2,46.04,28.87,64.2,6.81,95.79,Cotton
103.34,85.74,55.5,24.77,78.8,6.75,1365.34,Sugarcane
89.88,77.6,95.19,26.89,75.63,5.89,124.77,Banana
17.03,40.14,21.23,29.88,63.05,7.46,40.61,Toor Dal
115.45,48.07,54.27,23.4,56.16,6.83,104.96,Wheat
38.44,28.28,29.37,23.98,62.64,7.25,54.09,Ragi
65.96,37.04,80.03,27.86,87.06,6.19,186.87,Arecanut
63.28,45.72,75.83,19.84,74.06,6.81,62.09,Onion
119.3,81.01,79.1,29.32,83.86,5.64,1308.52,Sugarcane
20.0,46.55,31.67,25.98,45.3,7.66,69.3,Toor Dal
17.97,60.75,18.61,22.08,56.18,7.15,69.81,Bengalgram
94.51,46.91,53.94,27.31,64.36,6.15,61.59,Chilli
93.66,94.75,82.58,29.98,85.63,5.62,1651.2,Sugarcane
87.67,51.35,42.49,22.8,74.42,6.37,53.23,Wheat
31.54,72.12,23.12,27.48,72.21,5.64,94.8,Soybean
106.54,41.95,45.17,24.01,66.13,6.76,84.9,Wheat
104.37,56.56,36.83,23.9,75.77,6.1,113.22,Chilli
62.86,23.5,41.49,25.23,67.86,7.48,86.04,Maize
56.32,49.59,55.83,26.91,70.42,6.76,187.86,Turmeric
119.41,63.46,45.75,21.39,72.79,6.68,50.07,Wheat
29.58,58.72,34.13,27.74,69.86,7.93,31.3,Toor Dal
95.1,55.02,83.82,30.39,86.94,6.09,163.32,Banana
18.86,55.82,32.23,26.75,56.41,7.84,58.19,Toor Dal
98.43,50.89,47.43,24.95,83.71,6.97,294.82,Rice
101.69,46.45,44.74,27.69,69.54,7.29,57.81,Chilli
109.99,49.51,38.82,31.85,74.99,6.54,67.87,Chilli
60.95,23.5,27.96,22.42,73.54,6.55,92.2,Maize
33.93,43.22,117.05,28.43,94.81,6.69,188.75,Coconut
19.81,45.56,89.37,25.32,74.48,6.74,119.76,Coconut
40.03,28.69,76.49,24.41,72.01,5.85,136.27,Turmeric
104.76,44.16,47.4,31.99,69.99,7.1,116.18,Chilli
67.47,31.08,96.45,24.86,88.25,5.33,177.98,Arecanut
63.22,48.85,62.02,22.23,82.81,6.88,190.93,Turmeric
66.74,55.71,69.09,18.74,71.22,6.91,96.86,Onion
56.99,36.58,53.49,22.72,88.24,5.78,167.29,Turmeric
20.16,63.51,24.04,20.37,61.33,6.9,36.05,Bengalgram
54.38,60.97,30.58,28.18,82.0,6.44,107.88,Cotton
59.51,59.72,42.59,26.17,84.89,7.25,95.8,Cotton
87.31,63.36,50.26,24.13,67.54,6.48,87.13,Chilli
85.13,68.3,35.19,24.48,70.86,6.51,79.34,Wheat
50.76,43.63,95.01,24.34,86.21,5.12,212.99,Arecanut
62.93,52.27,40.48,25.1,46.26,6.92,43.75,Sunflower
33.18,55.2,22.76,24.22,62.61,7.55,47.85,Bengalgram
85.38,58.1,47.74,25.11,66.74,7.35,58.97,Chilli
97.04,54.03,43.18,24.44,57.93,6.57,62.57,Wheat
32.62,73.39,18.93,29.56,71.87,6.83,66.66,Soybean
26.19,66.59,18.46,22.02,61.57,6.93,110.05,Soybean
66.51,44.77,59.87,26.74,71.48,6.62,95.02,Onion
71.74,30.39,80.12,27.73,75.34,5.55,229.21,Arecanut
74.31,42.82,107.81,26.65,78.92,5.27,239.52,Arecanut
49.23,19.58,43.43,33.97,48.19,7.4,41.76,Jowar
72.39,41.31,90.73,25.1,83.09,5.69,189.41,Arecanut
99.95,95.01,56.26,27.99,80.38,5.71,1647.04,Sugarcane
61.62,25.05,83.25,25.16,85.3,6.24,232.33,Arecanut
37.84,29.92,32.49,30.7,54.21,6.2,54.74,Sesame
42.95,31.6,32.66,29.27,49.68,6.14,37.14,Sesame
53.67,54.61,36.48,24.65,62.63,6.08,127.65,Cotton
47.86,22.41,33.28,26.5,46.64,5.79,63.04,Ragi
87.58,54.28,52.94,18.96,73.4,6.27,51.33,Wheat
60.37,46.09,55.52,24.12,75.95,6.41,77.56,Onion
56.49,65.13,35.49,23.2,62.89,6.71,116.88,Cotton
33.39,46.71,39.11,30.16,61.31,6.2,49.27,Groundnut
56.42,27.74,111.13,24.49,91.84,6.23,179.16,Arecanut
91.84,56.52,48.48,21.47,79.99,5.71,267.02,Rice
48.18,35.18,50.56,25.31,73.24,5.9,167.93,Turmeric
41.63,39.22,23.1,20.86,38.12,7.99,27.87,Safflower
68.19,34.43,38.89,28.41,58.46,6.0,84.88,Maize
96.88,59.84,46.59,31.35,55.86,7.36,76.95,Chilli
98.6,66.6,89.6,27.47,84.96,6.03,161.0,Banana
42.19,69.93,48.16,25.1,88.7,7.46,98.76,Cotton
64.78,48.4,46.43,21.3,79.33,6.47,258.69,Rice
29.36,19.45,23.03,27.04,31.14,7.39,45.93,Millet
99.04,65.92,89.64,24.84,64.65,6.29,97.33,Tomato
106.54,88.04,56.26,26.72,87.82,5.9,1518.28,Sugarcane
68.0,33.16,108.85,28.72,83.61,5.91,169.86,Arecanut
117.44,49.15,39.8,24.48,66.52,7.41,118.4,Wheat
19.64,60.49,33.45,22.71,53.06,7.76,56.28,Bengalgram
16.82,48.6,21.14,31.2,54.24,6.89,40.53,Toor Dal
18.81,51.92,28.65,26.74,62.34,6.69,35.16,Toor Dal
31.96,32.35,26.06,25.45,65.56,5.82,33.86,Sesame
23.91,62.6,20.24,28.31,59.29,5.89,89.05,Soybean
38.24,32.34,28.67,26.81,49.39,7.92,28.78,Safflower
50.45,28.01,35.01,28.45,30.86,6.21,43.72,Jowar
27.46,47.85,34.13,27.15,49.55,5.71,68.17,Groundnut
101.45,87.46,82.33,22.25,73.91,6.51,61.19,Tomato
40.68,20.79,44.13,25.86,64.14,6.87,64.87,Ragi
49.01,49.27,76.32,28.11,92.52,6.26,153.68,Turmeric
65.04,29.66,33.33,29.28,56.84,5.66,82.58,Maize
34.1,38.21,82.57,26.87,73.87,5.6,169.66,Coconut
66.25,31.63,36.94,28.05,49.27,6.83,71.92,Sunflower
116.94,73.16,89.83,28.59,81.73,5.64,159.17,Banana
29.73,38.0,22.61,33.92,62.67,6.34,32.57,Sesame
37.01,26.99,21.16,29.44,55.33,5.97,43.03,Sesame
35.94,27.08,32.41,29.25,55.71,7.99,52.24,Safflower
17.45,75.17,23.6,24.67,46.7,7.62,39.44,Bengalgram
108.46,88.46,62.49,24.82,79.98,6.02,112.37,Tomato
76.81,58.92,68.46,21.98,72.39,6.2,54.53,Onion
70.87,42.08,106.54,29.21,88.89,5.59,222.77,Arecanut
21.51,74.47,23.54,22.78,73.44,6.8,82.53,Soybean
30.74,20.56,37.8,34.99,54.51,7.41,48.28,Millet
45.58,19.95,31.92,24.21,68.12,6.95,55.64,Ragi
27.96,69.81,33.48,22.52,62.62,6.01,61.18,Soybean
75.16,35.72,47.76,21.27,79.24,7.1,201.05,Rice
25.69,54.62,33.41,29.7,57.68,7.69,63.63,Toor Dal
42.56,31.91,25.57,20.38,34.67,6.94,45.61,Safflower
99.25,82.85,71.99,26.51,92.23,6.15,185.2,Banana
27.95,57.27,26.16,24.44,72.58,6.79,104.84,Soybean
43.81,38.45,23.77,32.03,42.04,7.24,68.72,Sesame
33.89,28.65,23.95,33.65,69.79,6.96,34.66,Sesame
93.71,47.84,50.05,21.62,56.15,7.47,73.91,Wheat
85.58,35.63,39.13,21.56,89.73,6.85,283.83,Rice
38.46,33.66,38.92,23.1,58.47,6.67,62.12,Ragi
39.67,60.87,42.93,22.95,66.91,7.22,123.22,Cotton
27.89,62.29,19.07,28.97,60.81,6.92,98.68,Soybean
76.55,43.92,64.61,23.18,59.51,6.44,84.7,Onion
16.05,42.86,105.0,25.37,75.2,6.12,185.6,Coconut
103.31,84.65,88.43,30.57,74.81,5.75,151.27,Banana
98.12,63.79,95.76,26.23,92.9,5.84,144.93,Banana
18.86,52.99,41.86,28.4,41.89,6.31,52.31,Groundnut
38.93,47.68,108.83,27.93,89.27,6.45,171.14,Coconut
92.65,107.08,84.5,28.94,82.25,6.15,1520.28,Sugarcane
45.02,34.56,26.07,29.37,59.35,6.68,59.61,Jowar
27.51,29.19,30.39,32.83,49.77,6.67,45.2,Millet
26.36,32.58,88.97,26.41,91.6,6.76,196.35,Coconut
30.86,24.88,23.65,32.68,50.86,6.41,59.93,Sesame
89.55,51.63,69.36,18.53,70.47,6.5,71.81,Onion
122.22,87.55,56.75,27.51,78.95,5.77,1829.06,Sugarcane
83.2,82.93,81.48,20.1,78.61,6.09,91.17,Tomato
81.37,41.82,60.09,20.07,71.01,6.02,96.1,Onion
68.96,48.57,55.95,29.78,88.8,5.69,146.65,Turmeric
32.21,22.78,31.69,32.14,53.7,6.19,51.35,Millet
29.68,42.5,22.84,20.13,44.24,6.67,27.1,Safflower
54.88,71.88,34.33,29.6,76.61,6.83,87.39,Cotton
91.13,63.34,50.79,28.5,63.91,6.69,113.89,Chilli
17.5,37.59,89.17,29.03,70.0,6.54,193.47,Coconut
23.72,56.1,45.62,31.07,56.2,5.5,78.17,Groundnut
22.6,52.64,39.49,25.31,66.11,5.52,77.09,Groundnut
42.67,60.33,42.64,27.89,85.65,6.99,124.87,Cotton
31.38,78.09,26.15,24.49,64.06,6.73,113.38,Soybean
94.74,47.27,48.09,24.02,84.39,6.38,177.65,Rice
64.05,37.83,37.84,28.62,44.94,7.21,72.33,Sunflower
37.45,26.11,34.82,29.73,40.78,7.49,27.75,Safflower
73.77,29.13,80.09,27.24,72.11,6.26,168.04,Arecanut
119.72,62.56,50.34,26.31,61.92,6.68,111.64,Chilli
43.47,26.42,30.48,28.78,69.67,6.65,37.99,Sesame
24.04,58.77,34.32,26.72,43.37,6.68,71.11,Groundnut
95.9,76.27,79.71,25.06,78.17,6.95,153.79,Banana
105.29,108.42,71.44,27.0,75.69,5.98,1306.92,Sugarcane
31.1,42.64,34.44,29.5,55.6,6.75,43.95,Toor Dal
108.62,82.28,68.6,20.71,69.18,6.82,88.12,Tomato
52.43,71.2,29.02,29.72,60.16,6.14,88.72,Cotton
34.78,69.14,33.2,25.02,51.0,7.39,44.01,Bengalgram
67.83,20.99,103.63,28.64,76.71,5.64,210.9,Arecanut
59.58,40.6,38.87,25.31,63.81,6.5,80.11,Sunflower
70.24,46.8,79.7,21.82,77.28,6.11,73.33,Onion
105.84,65.98,49.14,22.58,69.9,7.06,89.27,Wheat
114.02,83.67,77.74,28.47,92.23,6.72,146.45,Banana
105.62,73.61,85.03,27.16,64.71,6.0,105.55,Tomato
40.38,20.53,32.37,31.59,44.26,6.62,31.58,Millet
110.68,40.58,49.09,24.09,72.92,6.44,76.14,Chilli
88.66,72.32,60.31,21.03,81.57,6.78,115.49,Tomato
59.31,22.21,32.44,25.52,68.07,5.82,66.1,Maize
40.33,59.96,34.02,23.75,82.58,6.8,139.8,Cotton
89.01,52.81,40.18,24.23,71.86,6.49,82.04,Chilli
43.48,21.33,24.1,21.44,52.21,6.99,28.94,Safflower
74.22,30.07,103.91,27.44,93.56,5.63,212.45,Arecanut
89.84,43.27,45.54,21.9,80.03,5.74,178.89,Rice
43.27,53.85,41.39,22.8,78.59,7.35,99.07,Cotton
67.34,19.37,25.68,25.46,63.06,6.0,46.39,Maize
19.19,56.18,18.31,27.05,45.71,6.74,63.12,Bengalgram
94.45,79.04,71.64,30.78,76.93,6.32,141.47,Banana
74.22,46.36,40.38,23.29,68.91,6.77,76.44,Sunflower
43.68,31.33,36.32,33.58,33.34,7.06,26.91,Jowar
32.19,28.16,28.2,25.72,45.56,6.96,66.44,Sesame
20.18,24.04,39.74,32.61,57.96,6.71,36.8,Millet
30.22,26.69,31.47,26.39,56.41,6.97,66.97,Sesame
33.0,20.78,32.02,23.8,58.09,6.72,37.2,Safflower
45.13,67.7,47.66,26.41,76.3,7.5,108.33,Cotton
86.9,68.09,54.31,29.42,75.26,6.27,111.54,Chilli
90.2,61.86,81.0,31.98,81.96,5.75,188.29,Banana
41.64,28.54,41.08,28.3,41.72,7.63,63.68,Jowar
42.12,30.06,25.23,32.06,51.72,5.63,56.24,Sesame
76.96,33.01,106.29,27.37,70.44,6.23,178.47,Arecanut
47.07,30.59,34.94,28.16,48.69,7.21,37.17,Safflower
78.82,21.37,104.89,24.14,83.95,5.23,214.02,Arecanut
58.21,46.24,52.91,23.75,94.8,6.36,134.29,Turmeric
43.29,28.96,39.74,33.57,57.16,7.1,35.29,Millet
110.75,50.9,49.33,27.12,71.24,6.64,58.68,Chilli
49.46,21.88,35.18,25.44,60.2,6.49,46.23,Jowar
49.62,19.74,31.27,33.81,34.8,7.55,58.89,Jowar
81.41,52.27,72.61,27.43,79.66,6.22,72.61,Onion
31.97,73.43,28.13,24.43,43.72,7.23,49.44,Bengalgram
88.06,78.23,70.03,22.62,66.51,6.12,69.98,Tomato
23.44,62.9,19.08,27.14,47.51,7.21,49.79,Bengalgram
20.45,65.49,33.51,24.85,62.25,6.29,116.18,Soybean
84.25,54.77,38.39,23.66,84.01,6.39,279.02,Rice
107.96,55.62,85.76,29.55,85.87,5.66,157.89,Banana
72.34,35.3,34.44,29.27,43.02,6.28,87.42,Sunflower
109.82,69.88,43.12,28.18,59.26,6.52,60.91,Chilli
55.23,31.68,40.32,27.42,58.95,6.38,64.19,Maize
39.29,25.18,23.86,31.78,65.72,6.21,58.73,Sesame
27.35,23.02,27.82,25.78,52.91,7.02,30.37,Millet
85.24,40.72,48.58,26.02,76.42,5.98,250.35,Rice
34.8,36.86,115.13,31.5,92.85,6.41,123.09,Coconut
15.28,37.79,33.49,29.33,44.53,6.17,72.31,Groundnut
102.63,60.47,46.3,18.52,53.21,6.1,68.17,Wheat
86.25,78.78,86.14,23.69,81.84,6.79,57.41,Tomato
61.54,44.52,33.44,26.62,60.8,7.12,75.15,Sunflower
100.92,84.58,66.57,22.81,70.2,6.75,57.45,Tomato
72.12,40.86,30.79,25.89,62.83,6.37,47.62,Sunflower
104.64,45.67,45.71,24.32,58.19,6.08,105.69,Wheat
33.65,52.18,41.89,24.78,54.01,5.57,60.82,Groundnut
88.23,78.7,94.91,25.46,86.19,6.25,139.65,Banana
72.56,48.14,44.48,27.62,42.92,6.61,77.07,Sunflower
49.3,31.41,26.48,34.91,46.77,6.8,47.8,Jowar
101.76,75.59,77.26,22.04,73.76,6.94,101.78,Tomato
78.05,58.97,59.48,19.81,71.24,6.49,55.98,Onion
108.77,70.33,82.27,29.58,81.93,5.52,1501.3,Sugarcane
48.51,58.48,47.78,28.58,71.25,7.2,106.73,Cotton
30.37,55.84,27.03,25.83,74.95,6.73,87.15,Soybean
43.65,26.09,26.57,27.78,49.31,7.14,43.23,Millet
70.28,39.03,114.17,24.54,83.06,5.22,228.35,Arecanut
27.12,38.68,27.15,32.6,69.44,7.12,59.31,Sesame
107.72,55.99,40.06,22.48,61.35,7.41,94.87,Wheat
86.63,60.21,76.61,24.86,75.97,5.96,166.37,Banana
75.74,53.69,33.13,24.5,42.7,6.12,76.5,Sunflower
87.01,53.57,71.02,25.39,68.36,6.05,65.15,Onion
28.15,21.76,25.06,30.06,43.87,6.11,49.31,Millet
59.65,37.97,60.86,23.59,73.92,6.3,188.78,Turmeric
25.44,75.72,34.14,27.45,42.55,7.83,39.52,Bengalgram
51.92,30.8,61.09,26.51,86.07,6.0,184.77,Turmeric
43.02,27.1,41.85,26.51,64.76,5.56,52.27,Ragi
45.84,28.91,26.17,25.34,59.63,7.89,55.07,Jowar
65.97,29.61,86.0,27.74,92.88,5.76,221.85,Arecanut
40.53,22.34,30.58,32.0,55.96,6.83,46.26,Millet
94.12,64.38,51.55,20.86,54.43,7.15,98.79,Wheat
62.63,43.75,41.0,27.71,49.75,7.15,84.09,Sunflower
83.83,62.56,39.66,22.8,66.49,6.02,76.87,Wheat
41.21,29.87,30.96,28.37,50.34,7.49,51.52,Millet
22.11,39.64,42.09,29.2,65.4,5.86,60.07,Groundnut
20.12,48.37,18.83,31.96,61.55,7.31,30.79,Toor Dal
75.8,33.64,26.5,28.76,61.08,6.68,76.68,Maize
35.41,28.45,26.18,32.38,52.72,6.93,27.1,Millet
76.85,27.43,26.74,28.77,76.28,6.07,93.42,Maize
49.81,37.51,53.52,26.48,79.43,6.08,157.96,Turmeric
72.04,48.7,35.01,22.01,83.6,6.66,248.21,Rice
85.08,70.3,95.84,24.54,82.83,6.98,165.29,Banana
61.84,32.19,41.66,23.95,68.78,6.27,104.53,Maize
62.71,33.92,44.46,26.17,69.34,6.19,50.59,Sunflower
58.61,33.48,89.03,26.38,81.93,6.26,208.66,Arecanut
26.28,28.04,110.64,30.46,81.63,5.68,166.8,Coconut
37.05,32.11,40.03,27.98,64.98,6.9,40.69,Jowar
20.12,26.59,35.34,34.29,41.24,6.36,28.2,Millet
32.34,58.09,19.59,26.95,40.42,6.75,50.35,Bengalgram
76.37,39.62,42.68,28.58,43.37,6.25,45.51,Sunflower
17.07,29.76,118.12,25.69,89.59,6.31,137.15,Coconut
23.75,77.68,26.12,21.19,38.83,7.85,63.66,Bengalgram
97.59,48.85,49.87,28.95,58.66,6.44,76.9,Chilli
88.78,53.55,45.06,22.55,76.4,6.83,199.53,Rice
33.13,47.77,104.81,31.79,89.16,6.99,116.23,Coconut
24.95,70.71,20.29,22.8,56.32,5.6,100.69,Soybean
101.69,65.89,92.28,27.35,78.28,5.62,133.0,Banana
54.13,63.13,34.88,27.29,74.22,6.8,88.18,Cotton
71.82,29.43,34.94,28.58,78.51,5.72,56.37,Maize
70.61,54.6,41.83,22.96,94.15,7.49,233.37,Rice
24.81,64.37,34.13,22.53,47.71,7.52,68.53,Bengalgram
36.84,21.35,37.36,29.53,50.51,6.54,45.43,Safflower
35.22,35.62,27.62,30.81,50.32,5.93,63.23,Sesame
23.18,42.24,102.15,28.98,70.04,5.79,110.85,Coconut
106.59,68.38,99.9,26.99,76.58,5.6,183.2,Banana
36.69,69.01,49.85,27.42,66.9,6.47,137.33,Cotton
